Game Name,Launch Date,Price,Image,Description
MOBILE SUIT GUNDAM BATTLE OPERATION 2,"31 May, 2023",Free,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367080/255f649eef32656da1e5b823ce5aef636e5123af/capsule_sm_120.jpg?t=1751494536,"This is a free-to-play team battle action game based on the ""Mobile Suit Gundam"" series of the Universal Century. Whether by land or by space, lay waste to your foes using either your favorite Mobile Suit or roam the battlefield as infantry and capture important objectives."
Assetto Corsa Competizione,"29 May, 2019",₹699.00,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/805550/capsule_sm_120.jpg?t=1740392896,"Assetto Corsa Competizione, the official GT World Challenge videogame. Thanks to the extraordinary quality of simulation, you will experience the atmosphere of the GT3 championship. Compete against official drivers, teams, cars and official circuits reproduced to the highest quality ever seen."
Abiotic Factor,"22 Jul, 2025","₹1,500.00",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/427410/792c28690469ffeea796dcbdc3c92c792150941f/capsule_sm_120.jpg?t=1753890309,No description found
Automobilista 2,"1 Jul, 2020",₹449.00,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1066890/capsule_sm_120.jpg?t=1753977318,"Automobilista 2 is all the racing simulators you ever wanted - in just one. An incredibly diverse collection of cars and tracks cohesively simulated, featuring incredible graphics and audio quality, dynamic weather and track conditions and the best VR support for a racing experience like no other."
Crusader Kings III,"1 Sep, 2020",₹809.00,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1158310/capsule_sm_120.jpg?t=1745933101,"Love, fight, scheme, and claim greatness. Determine your noble house’s legacy in the sprawling grand strategy of Crusader Kings III. Death is only the beginning as you guide your dynasty’s bloodline in the rich and larger-than-life simulation of the Middle Ages."
NBA 2K25,"29 Oct, 2024",₹919.00,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878980/capsule_sm_120.jpg?t=1751036637,"Command every court with authenticity and realism Powered by ProPLAY™, giving you ultimate control over how you play in NBA 2K25. Define your legacy in MyCAREER, MyTEAM, MyNBA, and The W."
Squad,"23 Sep, 2020","₹1,000.00",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/393380/e069cbeca98b633002e2d2202b4cc4ae58138549/capsule_sm_120.jpg?t=1753985465,"Squad is a tactical FPS that provides authentic combat experiences through teamwork, communication, and realistic combat. It bridges the gap between arcade shooter and military realism with 100-player battles, combined-arms warfare, and base building."
Grounded,"27 Sep, 2022","₹2,699.00",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/962130/capsule_sm_120.jpg?t=1727719725,"The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Can you thrive alongside the hordes of giant insects, fighting to survive the perils of the backyard?"
REMATCH,"19 Jun, 2025","₹1,170.00",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2138720/d3ee28c2fa9929d49b59430f56dfa75a501c1cee/capsule_sm_120.jpg?t=1750327757,Control one player on your team and compete in fast-paced 5v5 matches from an immersive third-person perspective. Team up with your friends and join the action.
eFootball™,"30 Sep, 2021",Free,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/912c4fb238fe874b257c3c4578271fc9cc190365/capsule_sm_120.jpg?t=1750996206,The feverish football game with a worldwide total of 850 million downloads is waiting for you! Play eFootball™ with users around the world!
iRacing,"13 Jan, 2015",₹163.00,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/266410/capsule_sm_120.jpg?t=1751293140,"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home."
Summoners War,"8 Jan, 2024",Free,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2426960/be2f693ff5b3bcde9305279f21f1a2e9fd020dbd/capsule_sm_120.jpg?t=1753866090,"A global hit RPG that captured the Summoners all around the world! Jump into the Sky Arena, a world under battle over the vital resource: Mana Crystals. Design your own deck and strategy using 1,000 Monsters to claim victory. Go on an epic adventure with your Monsters!"
